"sname","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c15","c16","c17"
"H1701 肖霞幼稚園","9,965",121,366,"751","1,115","1,513","1,888","2,300","2,658","3,036","3,480","3,903","4,300","4,741","5,257","5,805"
"H1801 慈雲山聖文德天主教小學","12,237",176,428,"839","1,198","1,641","2,092","2,548","3,004","3,500","3,956","4,325","4,915","5,397","5,977","6,583"
"H1901 德愛中學","11,576",109,294,"650","1,044","1,410","1,799","2,250","2,735","3,153","3,697","4,187","4,580","5,134","5,734","6,412"
"H2001 香港海事青年團","4,988",116,284,"506","734","1,009","1,221","1,480","1,699","1,960","2,202","2,423","2,647","2,846","3,050","3,326"
"H2002 香港遊樂場協會賽馬會瓊富青少年綜合服務中心","7,456",94,269,"611","854","1,164","1,579","1,579","2,194","2,361","2,648","2,994","3,229","3,638","3,852","4,404"
"H2101 保良局陳麗玲(百周年)學校","8,643",153,373,"664","1,012","1,404","1,805","2,161","2,509","2,856","3,239","3,653","3,966","4,360","4,742","5,193"
"H2201 香港幼稚園協會幼兒學校","7,465",64,239,"502","797","1,064","1,325","1,587","1,859","2,139","2,445","2,717","2,991","3,272","3,580","3,906"
"H2301 彩雲社區中心","7,286",114,331,"598","765","1,103","1,324","1,614","1,887","2,226","2,484","2,770","3,036","3,429","3,707","4,063"
"H2401 佛教孔仙洲紀念中學","6,447",76,269,"511","837","1,164","1,468","1,801","2,079","2,348","2,649","2,979","3,237","3,504","3,851","4,184"
"H2402 中華基督教會基華小學","3,488",79,206,"336","479","611","727","867","997","1,129","1,264","1,400","1,520","1,673","1,771","1,866"
"H2501 聖公會聖本德中學","8,125",102,310,"630","962","1,239","1,529","1,797","2,153","2,427","2,802","3,096","3,401","3,885","4,098","4,364"
"J0101 觀塘官立小學","3,875",45,127,"245","384","520","678","871","1,039","1,198","1,353","1,532","1,664","1,807","1,980","2,110"
"J0102 觀塘社區中心","3,598",56,146,"274","397","527","633","764","872","994","1,126","1,252","1,389","1,507","1,652","1,812"
"J0201 德福花園社區會堂","7,005",81,301,"607","895","1,258","1,548","1,874","2,204","2,536","2,903","3,307","3,660","3,971","4,387","4,910"
"J0301 啟業社區會堂","6,762",155,395,"720","1,005","1,265","1,449","1,755","1,993","2,286","2,530","2,802","3,021","3,232","3,465","3,676"
"J0401 仁濟醫院羅陳楚思中學","10,318",113,347,"726","1,217","1,647","2,045","2,525","2,907","3,372","3,823","4,289","4,741",NA,NA,NA
"J0501 坪石天主教小學","7,940",47,262,"551","900","1,247","1,499","1,775","2,094","2,407","2,737","3,086","3,325",NA,NA,NA
"J0601 佐敦谷聖若瑟天主教小學","8,724",105,328,"614","962","1,292","1,595","1,883","2,187","2,500","2,836","3,145","3,475",NA,NA,NA
"J0701 香港基督教服務處樂暉長者地區中心","5,471",63,202,"379","587","752","914","1,147","1,310","1,496","1,678","1,880","2,079","2,294","2,533","2,819"
"J0702 天主教彩霞邨潔心幼稚園","4,136",58,148,"293","434","596","727","872","1,025","1,184","1,333","1,506","1,648","1,783","1,937","2,107"
"J0801 寧波第二中學","8,591",80,294,"580","924","1,238","1,491","1,798","2,127","2,389","2,694","3,006","3,318","3,641","3,976","4,480"
"J0901 順利社區中心","6,203",89,248,"441","717","1,005","1,216","1,442","1,715","1,913","2,218","2,422","2,674","2,907","3,182","3,450"
"J0902 中華基督教會基順學校","7,446",66,224,"461","729","1,116","1,677","1,964","2,229","2,699","2,963","3,293","3,542","3,956","4,301","4,797"
"J1001 迦密梁省德學校","7,177",96,358,"611","890","1,177","1,369","1,595","1,850","2,187","2,471","2,678","2,937","3,185","3,409","3,657"
"J1101 秀茂坪天主教小學","11,346",159,395,"828","1,229","1,711","2,044","2,390","2,781","3,249","3,654","4,070","4,476","4,948","5,514","6,109"
"J1201 基督教聖約教會堅樂小學","9,008",93,330,"670","1,012","1,380","1,628","1,930","2,253","2,560","2,902","3,233","3,522","3,833","4,180","4,613"
"J1301 路德會陳蒙恩幼稚園","6,587",123,291,"544","833","1,086","1,320","1,558","1,829","2,117","2,392","2,649","2,942","3,206","3,516","4,059"
"J1302 宣道會秀茂坪陳李詠貞幼稚園","5,210",75,189,"376","577","763","973","1,170","1,385","1,612","1,850","2,087","2,306","2,531","2,776","3,201"
"J1401 觀塘官立小學(秀明道)","7,906",118,310,"567","874","1,162","1,405","1,677","1,946","2,225","2,540","2,873","3,219","3,489","3,888","4,267"
"J1402 中華傳道會基石堂","2,398",31,82,"176","259","329","402","467","551","631","735","841","910","1,010","1,110","1,232"
"J1501 秀明小學","9,170",104,397,"709","1,091","1,440","1,749","2,014","2,322","2,699","3,000","3,284","3,610","3,953","4,285","4,680"
"J1601 聖愛德華天主教小學","9,425",130,406,"740","1,117","1,493","1,857","2,207","2,537","2,938","3,344","3,713","4,005","4,345","4,764","5,087"
"J1701 藍田聖保祿中學","3,541",64,166,"315","442","573","707","850","948","1,088","1,195","1,330","1,472","1,603","1,744","1,914"
"J1702 飛雁幼稚園","6,833",109,234,"531","782","1,048","1,323","1,583","1,837","2,119","2,408","2,679","2,924","3,173","3,480","3,849"
"J1801 藍田(東區)社區會堂","9,786",138,416,"896","1,376","1,655","2,004","2,378","2,767","3,178","3,592","3,921","4,259","4,590","4,907","5,281"
"J1802 藍田(南)體育館","7,983",111,299,"532","898","1,298","1,672","1,972","2,356","2,681","3,036","3,392","3,695","3,990","4,424","4,848"
"J1901 聖公會李兆強小學","10,707",96,338,"716","1,144","1,589","1,863","2,288","2,645","3,037","3,440","3,833","4,211","4,616","5,161","5,628"
"J2001 聖公會慈光堂聖匠幼稚園","5,342",66,211,"413","669","890","1,118","1,356","1,587","1,837","2,070","2,272","2,488",NA,NA,NA
"J2101 保良局方王錦全幼稚園","6,113",88,232,"435","656","851","1,098","1,296","1,527","1,764","2,011","2,240","2,497",NA,NA,NA
"J2201 中華基督教會基法小學(油塘)","8,767",119,352,"596","871","1,133","1,450","1,756","2,050","2,382","2,731","3,050","3,379","3,733","4,100","4,480"
"J2301 油塘社區會堂","11,832",164,443,"842","1,281","1,766","2,160","2,614","3,048","3,551","4,059","4,489","4,868","5,315","5,922","6,696"
"J2302 福建中學附屬學校","4,935",52,158,"362","561","762","1,029","1,252","1,485","1,722","1,921","2,115","2,232","2,467","2,761","3,039"
"J2401 天主教普照中學","8,014",82,280,"561","840","1,135","1,370","1,655","1,939","2,282","2,592","2,855","3,158","3,457","3,760","4,186"
"J2402 鯉魚門體育館","1,068",8,49,"88","104","160","200","267","313","364","416","458","490","527","553","617"
"J2501 茜草灣鄰里社區中心","11,980",125,414,"858","1,398","1,935","2,429","2,880","3,419","4,065","4,564","5,224","5,890",NA,NA,NA
"J2601 藍田 (西區) 社區中心","11,670",161,448,"796","1,279","1,706","2,251","2,251","3,273","3,781","4,179","4,816","5,094",NA,NA,NA
"J2701 天主教佑華小學","11,958",86,382,"789","1,239","1,667","2,047","2,653","3,024","3,313","3,785","4,153","4,596","4,975","5,386","5,871"
"J2801 觀塘瑪利諾書院","9,158",87,274,"582","873","1,196","1,541","1,856","2,187","2,538","2,897","3,228","3,570","3,929","4,354","4,761"
"J2901 地利亞修女紀念學校 (月華)","7,213",97,291,"595","894","1,231","1,550","1,796","2,133","2,427","2,750","3,049","3,315","3,602","3,955","4,405"
"J3001 瑞和街體育館","4,527",114,323,"509","719","854","971","1,125","1,268","1,425","1,570","1,748","1,878","2,037","2,177","2,302"
"J3002 曉光街體育館","3,720",57,190,"304","460","621","798","930","1,105","1,263","1,451","1,635","1,781","1,944","2,116","2,325"
"J3101 觀塘功樂官立中學","7,720",118,328,"673","949","1,230","1,510","1,829","2,126","2,396","2,758","3,055","3,338","3,672","4,093","4,491"
"J3201 聖公會基顯小學","8,934",157,351,"682","999","1,333","1,593","1,944","2,238","2,568","2,907","3,262","3,587","3,894","4,252","4,630"
"J3301 循道衛理觀塘社會服務處牛頭角青少年綜合服務中心","8,923",140,462,"776","1,126","1,499","1,782","2,044","2,365","2,693","3,009","3,341","3,634","3,929","4,289","4,592"
"J3401 振華道體育館","2,278",47,96,"187","278","403","489","599","718","824","931","1,033","1,151","1,225","1,329","1,420"
"J3402 保良局顧卞裘莉長者日間護理中心","7,108",142,336,"641","904","1,186","1,481","1,736","2,031","2,349","2,644","2,939","3,226","3,464","3,732","4,118"
"J3501 彩頤居禮堂","9,574",152,369,"697","1,063","1,408","1,754","2,161","2,416","2,746","3,095","3,416","3,720","4,067","4,516","5,424"
"J3601 聖公會基樂小學","7,624",86,266,"564","882","1,165","1,452","1,661","1,989","2,251","2,536","2,826","3,121","3,474","3,740","4,065"
"J3701 樂華社區中心","6,718",116,340,"662","1,008","1,264","1,571","1,880","2,155","2,435","2,714","2,955","3,158","3,474","3,742","3,984"
"K0101 雅麗珊社區中心","5,197",53,161,"311","547","768","962","1,166","1,406","1,614","1,888","2,099","2,283","2,516","2,795","3,054"
"K0201 荃灣天主教小學","5,242",73,222,"451","692","966","1,232","1,433","1,720","1,975","2,220","2,420","2,630","3,734","4,064","4,389"
"K0301 天主教石鐘山紀念小學","11,811",132,467,"854","1,388","1,874","2,535","2,996","3,562","4,173","4,772","5,302","6,034","3,741","4,005","4,245"
"K0401 寶安商會王少清中學","7,413",168,347,"694","1,142","1,403","1,746","1,995","2,350","2,665","2,877","3,112","3,396","6,355","6,685","7,274"
"K0501 荃灣官立中學","7,414",142,436,"778","1,093","1,446","1,692","2,038","2,283","2,577","2,848","3,154","3,459","5,180","5,180","6,213"
"K0601 荃景圍體育館","9,758",99,374,"685","1,179","1,970","2,518","3,221","3,633","4,204","4,653","4,653","5,630","2,945","3,264","3,638"
"K0701 柴灣角天主教小學","9,929",118,377,"846","1,250","1,724","2,094","2,522","3,032","3,409","3,802","4,302","4,788",NA,NA,NA
"K0801 中華基督教會基慧小學","5,532",82,242,"456","718","983","1,212","1,483","1,699","1,901","2,148","2,406","2,669",NA,NA,NA
"K0802 川龍村公所","399",12,20,"43","63","77","95","112","125","140","157","178","192","213","225","244"
"K0901 荃灣官立小學","10,204",115,353,"704","1,117","1,642","2,075","2,685","3,037","3,503","4,094","4,563","4,945","5,481","6,106","6,987"
"K1001 深井天主教小學","11,548",422,422,"925","1,558","2,013","2,505","3,040","3,575","4,129","4,701","5,211","5,868","6,441","7,018","8,118"
"K1101 香港浸信會聯會小學","8,308",65,262,"546","933","1,338","1,777","2,157","2,562","3,053","3,474","3,824","4,312","4,667","5,218","5,997"
"K1102 荃灣聖芳濟中學","5,733",115,259,"504","779","1,049","1,303","1,587","1,860","2,139","2,364","2,634","2,885","3,158","3,422","3,717"
"K1201 澳仙納幼稚園舊址","1,759",30,61,"119","202","314","378","454","537","609","704","799","878","952","1,053","1,175"
"K1202 豪景花園遊樂會","2,926",49,113,"224","329","569","602","748","883","1,020","1,178","1,330","1,468","1,605","1,799","2,004"
"K1301 中華基督教會基慧小學(馬灣)","6,181",61,196,"436","683","960","1,233","1,486","1,735","1,983","2,282","2,597","2,926","3,270","3,632","4,479"
"K1401 蕙荃體育館","10,134",98,335,"671","1,146","1,592","2,019","2,523","2,999","3,561","4,034","4,501","4,875","5,429","5,957","6,721"
"K1501 梨木樹社區會堂","7,606",134,358,"645","960","1,227","1,473","1,778","1,995","2,316","2,595","2,904","3,200","3,516","3,892","4,212"
"K1502 河背村村公所","2,055",32,75,"148","220","312","390","477","554","638","746","861","962","1,056","1,169","1,305"
"K1601 梨木樹天主教小學","9,166",79,247,"497","853","1,237","1,527","1,843","2,180","2,487","2,822","3,201","3,583","3,985","4,334","4,874"
"K1701 香港道教聯合會圓玄學院石圍角小學","5,797",67,267,"501","792","1,003","1,245","1,441","1,675","1,886","2,123","2,334","2,526","2,757","2,953","3,223"
"K1801 前荃灣信義學校","3,935",45,171,"306","497","664","822","953","1,069","1,205","1,375","1,517","1,664","1,808","1,974","2,126"
"K1802 荃灣公立何傳耀紀念中學","4,852",99,348,"420","598","794","970","1,142","1,301","1,497","1,680","1,865","2,048","2,228","2,418","2,617"
"L0101 屯門市中心社區會堂","3,799",45,119,"246","414","553","715","889","1,065","1,219","1,372","1,538","1,715","1,883","2,117","2,288"
"L0102 青山天主教小學","2,537",44,101,"209","293","389","480","611","716","849","964","1,056","1,193","1,322","1,451","1,557"
"L0201 保良局香港道教聯合會圓玄小學","9,112",120,332,"746","1,083","1,286","1,771","2,211","2,544","2,889","3,205","3,586","3,945","4,375","4,923","5,459"
"L0202 仁愛堂劉皇發夫人小學","4,805",52,156,"314","478","589","842","1,065","1,317","1,566","1,726","1,941","2,190","2,403","2,630","2,854"
"L0301 深培中學","5,808",90,235,"446","643","806","1,005","1,244","1,490","1,742","1,956","2,194","2,465","2,752","3,064","3,321"
"L0302 青松侯寶垣中學","2,120",27,89,"149","233","312","407","519","621","716","813","936","1,044","1,169","1,314","1,486"
"L0401 安定/友愛社區中心","7,123",113,299,"547","808","975","1,239","1,512","1,788","2,075","2,341","2,601","2,844","3,137","3,430","3,667"
"L0402 聖公會青山聖彼得堂兆麟苑幼稚園","2,992",56,105,"230","377","465","580","679","775","913","1,037","1,187","1,284","1,438","1,587","1,730"
"L0501 順德聯誼總會譚伯羽中學","8,469",104,245,"507","793","899","1,220","1,524","1,815","2,089","2,315","2,655","2,934","3,270","3,604","3,997"
"L0601 伊斯蘭學校","6,179",55,181,"394","597","707","947","1,151","1,408","1,622","1,797","2,035","2,301","2,586","2,867","3,190"
"L0602 仁濟醫院何式南小學","6,509",87,235,"421","688","879","1,127","1,434","1,739","2,000","2,220","2,474","2,750","3,108","3,432","3,790"
"L0701 馬錦明慈善基金馬可賓紀念中學","9,061",123,367,"736","1,113","1,113","1,830","2,305","2,800","3,190","3,582","4,056","4,507","4,996","5,436","5,956"
"L0801 山景社區會堂","10,488",110,339,"657","977","1,237","1,552","1,940","2,310","2,660","3,003","3,370","3,708","4,057","4,457","4,834"
"L0901 大興社區會堂","5,598",77,253,"463","683","778","1,034","1,243","1,435","1,633","1,825","1,991","2,229","2,430","2,627","2,825"
"L0902 仁愛堂陳黃淑芳紀念中學","2,438",23,102,"204","287","325","383","459","541","624","695","778","857","933","991","1,052"
"L1001 大興體育館","9,788",204,465,"795","1,119","1,373","1,759","2,107","2,479","2,813","3,130","3,476","3,930","4,306","4,755","5,219"
"L1101 中華基督教會譚李麗芬紀念中學","2,136",31,74,"118","181","213","299","395","465","541","615","731","828","942","1,050","1,144"
"L1102 井財街社區會堂","4,499",32,140,"276","407","493","696","696","1,088","1,222","1,388","1,591","1,785","1,963","2,284","2,448"
"L1201 救世軍三聖邨劉伍英學校","5,881",83,226,"430","687","866","1,156","1,406","1,653","1,899","2,125","2,364","2,610","2,846","3,140","3,515"
"L1202 海關訓練學校","1,767",17,58,"123","199","292","378","452","529","617","684","763","817",NA,NA,NA
"L1301 入境事務學院","2,390",52,118,"185","260","334","439","558","652","771","867","952","1,045","5,257","5,827","6,589"
"L1302 保良局西區婦女福利會馮李佩瑤小學","7,105",83,264,"482","729","1,008","1,294","1,581","1,912","2,221","2,506","2,838","3,152","4,035","4,526","5,137"
"L1401 新屯門中心社區中心","11,431",106,354,"746","1,097","1,665","2,045","2,480","2,981","3,436","3,856","4,387","4,828","4,706","5,394","5,980"
"L1501 南屯門官立中學","8,590",78,284,"583","935","1,250","1,605","1,994","2,329","2,671","2,957","3,272","3,720","2,818","3,132","3,461"
"L1601 世界龍岡學校劉德容紀念小學","9,628",147,400,"640","1,052","1,455","1,908","2,252","2,722","3,186","3,431","3,844","4,180","1,742","1,953","2,195"
"L1701 東華三院辛亥年總理中學","7,943",73,210,"437","675","865","1,076","1,286","1,512","1,764","1,987","2,246","2,528",NA,NA,NA
"L1801 五邑鄒振猷學校","3,645",45,128,"287","436","590","730","872","1,010","1,134","1,265","1,434","1,574",NA,NA,NA
"L1802 蝴蝶灣社區中心","6,165",94,264,"491","744","944","1,146","1,324","1,549","1,771","1,946","2,144","2,376","2,590","2,827","3,010"
"L1901 香港路德會增城兆霖學校","4,835",98,175,"468","690","867","1,052","1,309","1,564","1,736","1,913","2,110","2,377","2,569","2,879","3,175"
"L1902 龍鼓灘村公所","778",25,39,"59","98","135","170","200","234","262","301","353","379","408","440","471"
"L2001 龍逸社區會堂","8,663",112,332,"559","907","1,101","1,364","1,668","1,948","2,287","2,559","2,913","3,214","3,517","3,979","4,489"
"L2002 仁濟醫院第二中學","796",7,19,"40","75","86","109","139","184","213","233","271","303","334","367","390"
"L2101 香港紅卍字會屯門卍慈小學","9,430",104,323,"553","826","1,029","1,344","1,669","2,045","2,394","2,750","3,093","3,468","3,846","4,294","4,809"
"L2201 良景社區中心","9,954",129,351,"627","918","1,095","1,454","1,828","2,200","2,572","2,933","3,290","3,654","4,006","4,373","4,785"
"L2301 柏立基教育學院校友會何壽基學校","11,009",75,307,"623","957","1,169","1,524","1,948","2,357","2,753","3,115","3,530","3,946","4,452","4,935","5,553"
"L2401 保良局志豪小學","6,482",92,318,"646","940","982","1,189","1,321","1,534","1,749","1,954","2,165","2,331","2,527","2,733","2,959"
"L2402 屯門紫田村村公所","1,875",23,69,"134","223","271","356","432","494","562","621","726","807","884","964","1,056"
"L2501 建生社區會堂","10,132",127,330,"690","1,068","1,309","1,798","2,080","2,493","2,837","3,186","3,567","3,887","4,419","4,979","5,459"
"L2601 屯門官立小學","8,568",170,334,"652","959","1,139","1,532","1,926","2,258","2,609","2,908","3,313","3,693","4,084","4,562","5,154"
"L2701 聖公會蒙恩小學","7,363",85,306,"590","863","1,099","1,448","1,790","2,177","2,469","2,786","3,126","3,457","3,832","4,241","4,673"
"L2702 興德學校","2,717",53,126,"228","364","462","548","763","915","1,019","1,115","1,263","1,424","1,576","1,729","1,880"
"L2801 嶺南大學郭少明伉儷樓","11,490",102,229,"491","820","1,010","1,311","1,753","2,038","2,412","2,665","3,198","3,535","1,389","1,557","1,682"
"L2802 福亨村村公所","1,021",13,30,"55","104","130","188","232","278","319","360","419","481","942","1,048","1,197"
"L2901 僑所公立學校","3,313",48,112,"212","313","405","528","647","767","883","1,020","1,143","1,277","1,191","1,370","1,486"
"L2902 屯門學校","2,048",19,67,"132","212","244","306","405","474","569","654","740","844","3,695","4,092","4,460"
"L2903 屯門新村村公所","2,658",42,100,"188","294","373","485","607","705","790","871","984","1,100","3,220","3,462","3,820"
"M0101 元朗商會小學","8,018",91,281,"610","933","1,204","1,492","1,811","2,165","2,421","2,737","3,046","3,375",NA,NA,NA
"M0201 聖公會靈愛小學","7,074",102,332,"521","794","1,053","1,388","1,685","1,976","2,198","2,319","2,625","2,918",NA,NA,NA
"M0202 元朗公立中學校友會小學","4,139",58,172,"341","483","673","899","1,080","1,261","1,429","1,618","1,811","2,027","2,247","2,465","2,734"
"M0301 朗屏社區會堂","10,294",70,275,"549","883","1,242","1,650","2,028","2,476","2,750","3,136","3,508","3,879","4,259","4,766","5,339"
"M0401 元朗朗屏邨東莞學校","8,630",47,232,"512","803","1,083","1,347","1,654","1,950","2,265","2,613","2,950","3,324","3,726","4,125","4,628"
"M0501 元朗郵政局","4,714",47,130,"293","468","631","805","1,013","1,161","1,340","1,515","1,682","1,854","2,051","2,215","2,423"
"M0502 鳳琴街體育館","6,605",60,198,"421","670","987","1,255","1,525","1,841","2,115","2,393","2,639","2,882","3,168","3,461","3,838"
"M0601 中華基督教會基元中學","4,022",61,152,"271","508","706","1,003","1,268","1,439","1,632","1,834","1,993","2,191","2,395","2,708","2,955"
"M0701 佛教榮茵學校","5,891",78,184,"398","640","911","1,148","1,449","1,656","1,953","2,152","2,435","2,689","3,038","3,397","3,764"
"M0801 元朗官立小學","1,103",16,36,"62","88","123","156","186","230","243","283","313","349","380","420","474"
"M0802 鐘聲學校","5,963",47,133,"279","457","681","879","1,144","1,359","1,634","1,890","2,153","2,391","2,630","2,899","3,234"
"M0901 聖公會白約翰會督中學","6,345",46,201,"350","533","831","1,110","1,384","1,736","1,947","2,201","2,416","2,720","2,971","3,318","3,547"
"M0902 明愛元朗陳震夏中學","3,820",39,108,"229","387","552","751","959","1,118","1,293","1,452","1,617","1,785","1,944","2,153","2,415"
"M1001 瑋琦文化教育機構(殷翠幼稚園)","3,890",47,122,"222","342","446","560","720","825","975","1,118","1,276","1,416","1,567","1,741","1,917"
"M1002 香港童軍總會蔡志明聯光童軍中心","6,551",71,181,"337","548","776","975","1,178","1,364","1,547","1,761","2,038","2,257","2,457","2,725","3,092"
"M1101 工業福音團契元朗惠群天地","3,332",55,122,"227","349","467","600","731","854","976","1,105","1,223","1,361",NA,NA,NA
"M1102 可道中學（嗇色園主辦）","7,049",89,251,"493","773","970","1,244","1,502","1,780","2,041","2,329","2,551","2,823","3,069","3,369","3,653"
"M1201 屏山天水圍體育館","3,709",35,85,"167","300","421","560","701","822","973","1,131","1,306","1,442","1,599","1,801","1,972"
"M1301 橫洲村公所","3,778",48,140,"251","371","515","659","759","891","1,009","1,149","1,322","1,466","1,612","1,793","2,003"
"M1302 前沙江公立聯益學校","1,521",20,66,"112","179","241","306","359","420","460","525","585","631","668","703","768"
"M1401 基督教香港信義會榮真堂","931",14,37,"58","81","108","127","172","206","220","245","271","298","315","354","407"
"M1402 錫降圍村公所","3,210",61,149,"240","355","467","557","652","779","854","965","1,059","1,203","1,388","1,507","1,679"
"M1403 鄰舍輔導會屯門/元朗鄉郊中心","3,211",38,113,"214","309","405","531","675","779","883","1,011","1,160","1,300",NA,NA,NA
"M1501 伊利沙伯中學舊生會小學分校","6,397",72,170,"330","555","861","1,089","1,089","1,089","2,000","2,150","2,578","2,743","3,057","3,382","3,648"
"M1502 獅子會何德心小學","6,599",88,239,"434","673","918","1,196","1,450","1,722","2,000","2,339","2,649","2,649","3,179","3,179","3,846"
"M1601 天瑞社區中心","10,021",118,350,"669","997","1,374","1,752","2,119","2,430","2,853","3,195","3,636","4,017","4,411","4,842","5,393"
"M1701 東華三院姚達之紀念小學(元朗)","7,765",98,257,"472","782","1,059","1,333","1,571","1,815","2,068","2,388","2,674","2,980","3,293","3,606","4,022"
"M1801 賽馬會毅智書院","6,562",98,263,"723","723","925","1,161","1,456","1,661","1,908","2,168","2,385","2,650","2,985","3,341","3,712"
"M1802 東華三院李東海小學","6,529",93,215,"394","607","758","986","1,191","1,375","1,611","1,859","2,101","2,337","2,593","2,833","3,145"
"M1901 天水圍循道衞理中學","9,075",65,279,"499","788","1,017","1,355","1,674","1,966","2,138","2,599","2,840","3,169","3,522","3,981","4,379"
"M2001 天暉路社區會堂","10,191",185,416,"729","1,083","1,429","1,730","2,104","2,417","2,740","3,132","3,475","3,806","4,223","4,685","5,120"
"M2101 聖公會天水圍靈愛小學","10,631",60,257,"488","821","1,120","1,458","1,741","2,051","2,388","2,755","3,077","3,385","3,847","4,283","5,044"
"M2201 順德聯誼總會伍冕端小學","12,123",89,320,"627","974","1,355","1,685","2,062","2,445","2,822","3,222","3,624","4,125","4,609","5,250","6,038"
"M2301 元朗公立中學校友會英業小學","10,544",86,273,"564","887","1,186","1,500","1,839","2,199","2,425","2,846","3,252","3,609","4,016","4,577","5,148"
"M2401 天晴社區會堂","8,781",114,328,"581","870","1,236","1,519","1,790","2,128","2,441","2,753","3,091","3,485","3,779","4,188","4,642"
"M2501 香港管理專業協會羅桂祥中學","10,553",206,518,"899","1,335","1,793","2,302","2,708","3,285","3,710","4,200","4,629","5,096",NA,NA,NA
"M2601 道慈佛社楊日霖紀念學校","6,750",92,267,"505","719","932","1,154","1,380","1,567","1,820","2,047","2,289","2,513",NA,NA,NA
"M2701 天水圍官立中學","8,883",89,286,"577","863","1,127","1,486","1,779","2,105","2,396","2,739","3,061","3,449","3,743","4,163","4,695"
"M2801 天耀社區中心","8,337",97,301,"531","807","1,096","1,446","1,741","2,041","2,316","2,613","2,972","3,271","3,590","3,981","4,451"
"M2901 裘錦秋中學 (元朗)","8,717",140,330,"672","954","1,341","1,644","1,970","2,393","2,765","3,139","3,523","3,849","4,237","4,752","5,300"
"M3001 香港青年協會李兆基小學","7,752",67,248,"525","837","1,023","1,363","1,622","1,927","2,184","2,540","2,798","3,232","3,569","3,885","4,434"
"M3101 港澳信義會黃陳淑英紀念學校","8,180",96,287,"514","825","1,185","1,537","1,892","2,235","2,566","2,885","3,222","3,568","3,568","4,553","5,138"
"M3201 惇裕學校","3,236",31,72,"160","264","362","484","595","689","764","842","919","1,028","1,105","1,223","1,323"
"M3202 聖加百利幼稚園","5,812",71,190,"383","610","843","1,027","1,274","1,490","1,744","1,914","2,152","2,386","2,595","2,817","3,145"
"M3301 聖公會聖約瑟小學","5,796",72,177,"350","568","786","1,043","1,284","1,528","1,706","1,918","2,123","2,326","2,559","2,766","3,062"
"M3401 台山公立學校 (舊址)","6,014",81,170,"357","538","761","976","1,216","1,349","1,563","1,831","2,074","2,319","2,516","2,786","3,029"
"M3501 八鄉中心小學 (石湖塘)","9,536",104,337,"608","945","1,375","1,725","2,122","2,457","2,838","3,280","3,641","3,978","4,342","4,741","5,428"
"N0101 香海正覺蓮社佛教馬錦燦紀念英文中學","5,897",51,209,"430","676","969","1,232","1,444","1,685","1,927","2,136","2,371","2,601","2,855","3,164","3,473"
"N0201 粉嶺公立學校","3,121",37,115,"205","323","462","561","658","805","943","1,088","1,214","1,334","1,429","1,551","1,691"
"N0202 明愛粉嶺陳震夏中學","3,093",34,112,"225","361","476","645","782","923","1,055","1,217","1,375","1,519","1,698","1,864","2,058"
"N0301 祥華社區會堂","11,556",106,340,"733","1,164","1,551","1,930","2,384","2,838","3,273","3,737","4,219","4,645","5,080","5,568","6,132"
"N0401 香海正覺蓮社佛教正覺蓮社學校","11,401",158,382,"795","1,271","1,820","2,240","2,767","3,311","3,785","4,322","4,769","5,236","5,733","6,372","7,070"
"N0501 鳳溪廖潤琛紀念學校","11,770",123,365,"745","1,152","1,552","1,997","2,510","2,915","3,258","3,726","4,136","4,599","5,123","5,760","6,389"
"N0601 香海正覺蓮社佛教普光學校","5,208",60,185,"383","558","801","996","1,220","1,481","1,699","1,948","2,194","2,435","2,686","2,919","3,228"
"N0602 路德會賽馬會雍盛綜合服務中心","8,354",121,276,"540","842","1,154","1,442","1,799","2,089","2,409","2,708","3,035","3,352","3,691","4,078","4,601"
"N0701 聖公會嘉福榮真小學","9,968",80,317,"664","1,023","1,354","1,749","2,112","2,553","2,963","3,355","3,751","4,180","4,626","5,178","5,931"
"N0801 粉嶺官立中學","4,251",67,178,"386","580","826","1,015","1,237","1,440","1,736","1,736","2,167","2,298","2,523","2,790","3,098"
"N0802 田家炳中學","2,803",37,98,"189","281","402","571","680","851","983","1,159","1,281","1,446","1,587","1,767","1,957"
"N0901 風采中學 (教育評議會主辦)","9,748",107,311,"641","1,001","1,312","1,655","1,940","2,225","2,563","2,870","3,193","3,569","3,959","4,440","5,054"
"N1001 保榮路體育館","7,512",81,236,"457","844","1,150","1,405","1,680","1,964","2,219","2,537","2,802","3,148","3,427","3,851","4,330"
"N1101 金錢村何東學校","2,777",55,105,"201","285","422","422","626","718","799","892","984","1,071","1,139","1,305","1,396"
"N1102 蕉徑村公所","1,820",48,110,"189","259","335","401","488","564","654","736","797","866","937","1,019","1,099"
"N1103 古洞公立愛華學校","3,161",70,162,"259","378","519","671","776","910","1,061","1,182","1,287","1,427","1,554","1,692","1,835"
"N1104 坑頭村公所","2,063",41,102,"186","274","350","431","508","575","651","742","829","926","1,005","1,134","1,237"
"N1201 彩園會堂","11,077",183,546,"937","1,335","1,826","2,148","2,723","3,180","3,523","3,922","4,353","4,765","5,219","5,653","6,070"
"N1301 龍琛路體育館","1,600",10,39,"89","142","198","250","300","344","389","432","481","537","577","654","735"
"N1302 聖公會陳融中學","5,236",89,232,"403","638","878","1,108","1,350","1,574","1,810","2,021","2,295","2,526","2,763","3,054","3,321"
